HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Barcelona,Valencia,2,2,D,20,14,8,7,8,5,9,1,3,0,0,0
Celta,Sevilla,1,0,H,10,13,4,2,13,12,4,9,4,4,0,0
Levante,Getafe,0,0,D,8,9,4,2,7,15,5,5,4,3,0,0
Sociedad,Ath Bilbao,2,1,H,6,8,2,5,17,13,3,3,1,1,0,0
Betis,Ath Madrid,1,0,H,7,13,3,1,7,21,1,7,4,3,0,0
Eibar,Girona,3,0,H,17,6,5,2,12,9,8,5,2,1,0,0
Real Madrid,Alaves,3,0,H,22,8,8,1,10,12,7,2,0,3,0,0
Villarreal,Espanol,2,2,D,14,17,5,2,22,16,3,2,4,5,0,0
Vallecano,Leganes,1,2,A,15,13,6,4,19,10,5,6,6,4,0,1
Valladolid,Villarreal,0,0,D,9,7,3,3,13,18,8,3,3,2,0,0
Ath Madrid,Real Madrid,1,3,A,11,11,2,4,21,16,3,4,7,3,1,0
Espanol,Vallecano,2,1,H,15,9,5,3,11,19,6,2,0,2,0,0
Getafe,Celta,3,1,H,12,13,6,3,16,13,4,3,3,3,0,1
Girona,Huesca,0,2,A,13,6,7,6,9,18,13,2,3,1,1,0
Ath Bilbao,Barcelona,0,0,D,13,10,5,2,23,10,6,4,4,2,1,0
Leganes,Betis,3,0,H,16,3,4,1,22,11,4,4,4,2,0,1
Sevilla,Eibar,2,2,D,13,8,4,4,11,7,9,7,4,2,1,0
Valencia,Sociedad,0,0,D,10,8,4,1,11,18,7,5,2,4,0,0
Alaves,Levante,2,0,H,16,8,4,0,14,18,3,10,3,2,0,0
Eibar,Getafe,2,2,D,11,7,6,4,12,12,3,3,2,2,0,0
Barcelona,Valladolid,1,0,H,20,10,8,0,12,18,3,5,1,3,0,0
Celta,Levante,1,4,A,14,14,7,8,12,17,5,7,1,1,1,0
Sociedad,Leganes,3,0,H,15,8,6,3,10,16,4,1,4,2,0,0
Vallecano,Ath Madrid,0,1,A,12,4,6,3,10,14,4,6,0,1,0,0
Betis,Alaves,1,1,D,19,6,10,3,10,12,6,3,4,1,0,0
Real Madrid,Girona,1,2,A,19,14,7,6,13,18,7,0,3,2,1,0
Valencia,Espanol,0,0,D,21,6,1,1,12,10,10,2,2,4,0,1
Villarreal,Sevilla,3,0,H,12,21,6,5,7,12,6,4,4,1,0,0
Huesca,Ath Bilbao,0,1,A,12,9,2,4,16,11,3,5,5,1,0,0
Espanol,Huesca,1,1,D,13,13,2,4,9,16,7,4,2,4,0,0
Alaves,Celta,0,0,D,17,8,4,2,15,9,3,4,2,2,0,0
Ath Bilbao,Eibar,1,0,H,9,7,4,2,10,17,10,2,3,4,0,0
Getafe,Vallecano,2,1,H,11,7,2,2,12,13,2,2,2,1,0,0
Sevilla,Barcelona,2,4,A,13,17,4,8,15,11,3,8,6,1,0,0
Ath Madrid,Villarreal,2,0,H,15,14,7,3,9,10,6,7,0,3,0,0
Leganes,Valencia,1,1,D,17,6,6,1,14,10,4,2,5,3,0,0
Levante,Real Madrid,1,2,A,11,19,2,5,17,11,4,6,5,3,1,1
Valladolid,Betis,0,2,A,10,6,2,3,10,9,13,4,1,2,0,0
Girona,Sociedad,0,0,D,10,7,3,1,26,15,3,5,4,1,0,0
Vallecano,Girona,0,2,A,9,12,3,4,17,23,7,1,3,4,1,0
Espanol,Valladolid,3,1,H,15,14,6,3,17,8,5,3,2,2,0,0
Huesca,Sevilla,2,1,H,7,12,3,5,15,16,3,12,5,4,0,0
Real Madrid,Barcelona,0,1,A,17,10,3,4,16,13,8,6,3,2,0,0
Villarreal,Alaves,1,2,A,9,10,2,2,15,12,8,2,2,3,0,0
Betis,Getafe,1,2,A,6,11,2,5,14,14,4,4,2,2,0,0
Eibar,Celta,1,0,H,15,3,4,1,14,16,7,0,1,1,0,0
Sociedad,Ath Madrid,0,2,A,19,8,3,3,12,17,7,3,1,4,0,1
Valencia,Ath Bilbao,2,0,H,11,4,3,1,12,13,6,2,0,3,0,0
Leganes,Levante,1,0,H,14,15,3,4,15,10,2,2,6,4,0,0
Ath Bilbao,Espanol,1,1,D,15,5,6,2,13,20,7,0,3,5,0,0
Alaves,Eibar,1,1,D,16,20,3,3,10,18,3,5,1,1,0,0
Ath Madrid,Leganes,1,0,H,13,3,4,2,9,7,4,4,2,2,0,0
Barcelona,Vallecano,3,1,H,12,8,6,1,12,17,10,4,1,2,0,0
Getafe,Huesca,2,1,H,14,8,6,1,14,17,13,1,0,4,0,0
Celta,Betis,0,1,A,7,14,1,4,17,16,4,4,3,0,0,0
Girona,Valencia,2,3,A,18,11,8,6,13,10,6,1,1,4,0,1
Levante,Villarreal,0,2,A,11,13,3,5,8,21,8,2,3,5,0,0
Sevilla,Sociedad,5,2,H,22,9,11,2,12,13,7,2,2,2,0,0
Valladolid,Real Madrid,1,4,A,10,15,2,6,14,12,5,12,1,6,0,1
Sociedad,Levante,1,1,D,22,8,7,3,10,12,5,3,2,2,0,0
Ath Bilbao,Ath Madrid,2,0,H,9,9,5,2,12,4,1,7,3,1,0,0
Huesca,Alaves,1,3,A,7,12,2,5,21,23,2,2,1,3,0,0
Leganes,Girona,0,2,A,12,8,3,4,20,6,6,2,8,1,0,0
Real Madrid,Celta,2,0,H,22,6,7,1,15,8,9,2,1,0,0,0
Betis,Barcelona,1,4,A,13,16,3,9,10,11,3,7,1,2,0,0
Eibar,Valladolid,1,2,A,15,8,3,3,16,14,5,0,4,2,0,0
Espanol,Sevilla,0,1,A,13,12,3,3,11,14,6,5,3,4,1,1
Valencia,Getafe,0,0,D,8,9,2,1,13,22,3,5,3,4,0,0
Villarreal,Vallecano,3,1,H,12,7,4,3,16,7,5,5,3,3,0,0
Girona,Ath Bilbao,1,2,A,6,8,2,5,18,18,3,3,2,4,0,0
Alaves,Ath Madrid,0,4,A,14,11,4,7,10,8,9,2,2,2,0,0
Barcelona,Espanol,2,0,H,13,4,3,2,15,14,5,2,0,4,0,0
Celta,Villarreal,3,2,H,15,14,6,5,7,8,10,7,1,3,0,0
Getafe,Leganes,0,2,A,9,7,2,3,15,25,3,4,5,2,0,0
Levante,Eibar,2,2,D,7,17,2,3,9,12,6,7,2,1,0,0
Real Madrid,Huesca,3,2,H,16,16,8,3,9,18,4,6,1,3,0,0
Sevilla,Valencia,0,1,A,17,4,5,2,18,9,5,3,3,1,0,0
Valladolid,Sociedad,1,1,D,10,10,4,1,18,8,7,5,4,1,0,0
Vallecano,Betis,1,1,D,20,7,5,2,22,9,6,3,5,3,1,0
Ath Madrid,Girona,2,0,H,17,12,7,4,10,9,4,3,1,0,0,0
Espanol,Getafe,1,1,D,9,13,3,3,14,14,5,4,4,3,0,0
Villarreal,Barcelona,4,4,D,16,15,9,9,10,10,5,3,4,7,1,0
Ath Bilbao,Levante,3,2,H,14,11,7,6,13,14,2,9,3,7,0,1
Eibar,Vallecano,2,1,H,12,13,6,2,14,9,2,6,2,2,0,0
Huesca,Celta,3,3,D,23,11,7,5,9,12,5,0,2,3,0,0
Valencia,Real Madrid,2,1,H,11,15,4,5,9,13,6,6,2,2,0,0
Leganes,Valladolid,1,0,H,18,8,2,1,13,11,3,4,2,2,0,0
Sevilla,Alaves,2,0,H,18,5,5,2,13,19,11,1,3,4,0,0
Sociedad,Betis,2,1,H,15,11,7,6,12,13,3,6,2,3,0,0
Barcelona,Ath Madrid,2,0,H,21,9,10,2,14,12,5,1,3,4,0,1
Girona,Espanol,1,2,A,14,9,5,2,23,20,1,4,5,2,0,0
Real Madrid,Eibar,2,1,H,13,3,7,1,9,15,5,4,0,1,0,0
Vallecano,Valencia,2,0,H,15,12,5,3,17,10,4,7,2,3,0,0
Alaves,Leganes,1,1,D,6,9,1,5,17,15,3,3,6,4,0,0
Betis,Villarreal,2,1,H,17,10,7,4,15,14,4,3,4,4,0,0
Celta,Sociedad,3,1,H,11,14,4,7,16,11,2,7,2,1,0,1
Getafe,Ath Bilbao,1,0,H,6,9,2,1,16,18,1,2,2,1,0,0
Levante,Huesca,2,2,D,14,17,8,4,22,12,9,1,2,4,0,0
Valladolid,Sevilla,0,2,A,10,16,5,4,17,12,6,7,3,3,0,0
Ath Madrid,Celta,2,0,H,11,10,5,3,9,15,1,2,2,2,0,0
Espanol,Alaves,2,1,H,6,14,2,3,12,17,4,8,3,2,0,0
Huesca,Barcelona,0,0,D,6,10,1,2,18,13,6,5,1,2,0,0
Sevilla,Betis,3,2,H,11,12,5,7,18,8,5,4,6,3,0,0
Ath Bilbao,Vallecano,3,2,H,15,8,9,4,10,16,3,6,1,3,0,1
Girona,Villarreal,0,1,A,14,17,5,6,12,11,9,5,2,5,0,0
Sociedad,Eibar,1,1,D,3,17,2,2,15,18,0,3,2,2,0,0
Valencia,Levante,3,1,H,23,6,6,3,12,19,8,3,2,2,0,0
Valladolid,Getafe,2,2,D,8,8,4,3,22,18,5,3,4,4,0,1
Leganes,Real Madrid,1,1,D,5,13,2,6,11,12,1,5,0,3,0,0
Alaves,Valladolid,2,2,D,10,12,4,7,17,16,5,7,3,5,0,0
Barcelona,Sociedad,2,1,H,11,9,4,2,10,12,4,2,0,1,0,0
Celta,Girona,2,1,H,13,9,8,1,7,10,5,1,2,1,0,0
Eibar,Ath Madrid,0,1,A,10,8,2,4,11,12,5,8,3,1,0,0
Vallecano,Huesca,0,0,D,16,10,3,3,12,10,8,3,4,2,0,0
Betis,Valencia,1,2,A,23,4,7,3,19,13,8,2,4,2,0,1
Getafe,Sevilla,3,0,H,10,12,3,2,19,15,2,7,3,6,1,1
Levante,Espanol,2,2,D,19,14,5,7,13,15,12,7,4,1,1,0
Real Madrid,Ath Bilbao,3,0,H,11,5,4,3,12,16,8,2,2,4,0,0
Villarreal,Leganes,2,1,H,11,6,5,2,12,15,7,4,2,1,0,0
Alaves,Barcelona,0,2,A,6,17,1,6,19,9,1,4,3,1,0,0
Huesca,Eibar,2,0,H,12,7,3,4,16,16,5,3,4,1,0,0
Valladolid,Girona,1,0,H,13,6,4,0,17,17,4,5,4,3,0,0
Ath Madrid,Valencia,3,2,H,14,12,6,4,17,13,4,3,3,3,0,0
Espanol,Celta,1,1,D,9,18,2,6,15,8,2,4,2,1,0,0
Leganes,Ath Bilbao,0,1,A,14,3,1,2,11,14,2,2,1,2,0,0
Levante,Betis,4,0,H,6,7,4,2,9,15,3,4,2,3,0,0
Getafe,Real Madrid,0,0,D,9,12,5,4,17,15,9,4,1,3,0,0
Sevilla,Vallecano,5,0,H,20,12,11,3,10,12,5,4,1,2,0,0
Sociedad,Villarreal,0,1,A,13,8,2,3,11,14,6,3,2,3,0,0
Ath Bilbao,Alaves,1,1,D,14,14,1,3,14,17,8,6,2,2,0,0
Ath Madrid,Valladolid,1,0,H,13,13,1,4,19,12,7,3,4,2,0,0
Barcelona,Levante,1,0,H,23,7,12,2,17,12,6,3,4,3,0,0
Leganes,Celta,0,0,D,10,8,1,2,16,5,4,6,1,0,0,0
Girona,Sevilla,1,0,H,15,7,4,3,12,18,3,6,1,2,0,1
Sociedad,Getafe,2,1,H,11,12,7,3,17,14,5,7,2,3,0,0
Valencia,Eibar,0,1,A,7,13,2,3,10,15,7,6,2,3,0,0
Vallecano,Real Madrid,1,0,H,11,9,5,3,21,6,6,6,2,5,0,0
Villarreal,Huesca,1,1,D,18,13,5,3,15,22,0,1,5,2,0,1
Betis,Espanol,1,1,D,18,10,5,4,16,14,6,5,4,1,0,0
Sevilla,Leganes,0,3,A,7,9,3,5,11,23,3,4,1,1,0,0
Alaves,Sociedad,0,1,A,17,9,6,2,7,22,13,6,1,3,0,0
Celta,Barcelona,2,0,H,14,8,6,1,11,13,11,1,1,5,0,0
Espanol,Ath Madrid,3,0,H,11,11,5,3,11,14,5,6,1,2,0,0
Levante,Vallecano,4,1,H,12,20,7,3,17,12,6,7,1,4,0,1
Eibar,Betis,1,0,H,14,12,6,6,15,7,11,8,3,2,0,0
Getafe,Girona,2,0,H,13,4,8,2,15,13,1,3,3,3,0,1
Huesca,Valencia,2,6,A,24,10,4,7,10,9,7,5,2,1,0,0
Real Madrid,Villarreal,3,2,H,24,15,11,7,9,14,8,3,0,3,0,0
Valladolid,Ath Bilbao,1,0,H,10,9,3,1,14,22,1,3,5,5,0,0
Ath Bilbao,Celta,3,1,H,8,3,4,2,16,18,3,3,4,3,0,0
Ath Madrid,Sevilla,1,1,D,11,11,4,5,16,12,5,7,5,4,0,0
Barcelona,Getafe,2,0,H,13,11,8,0,9,13,4,3,1,3,0,0
Betis,Huesca,2,1,H,17,9,8,2,13,15,9,2,3,5,0,1
Girona,Levante,1,2,A,14,6,6,2,15,16,9,2,2,3,0,0
Leganes,Espanol,0,2,A,11,19,4,7,11,9,6,7,4,1,1,0
Sociedad,Real Madrid,3,1,H,19,6,7,2,12,16,5,2,1,2,0,1
Valencia,Alaves,3,1,H,10,10,4,3,9,14,7,4,2,5,0,0
Vallecano,Valladolid,1,2,A,16,9,5,6,13,9,4,2,2,2,0,0
Villarreal,Eibar,1,0,H,11,4,3,0,11,14,5,3,3,2,0,0
Alaves,Girona,2,1,H,14,13,7,4,13,10,6,4,3,3,0,0
Celta,Vallecano,2,2,D,14,11,5,4,16,20,3,5,0,4,0,0
Espanol,Sociedad,2,0,H,9,11,4,2,13,13,4,5,3,2,0,0
Getafe,Villarreal,2,2,D,17,8,5,4,16,20,6,4,2,3,0,0
Huesca,Leganes,2,1,H,15,9,6,1,18,12,4,6,0,1,0,0
Levante,Ath Madrid,2,2,D,17,17,7,8,9,7,6,4,0,1,0,1
Sevilla,Ath Bilbao,2,0,H,9,9,3,1,14,19,2,3,4,2,0,0
Valladolid,Valencia,0,2,A,19,9,4,6,12,10,8,2,1,3,0,0
Eibar,Barcelona,2,2,D,15,6,8,3,11,3,5,2,4,2,0,0
Real Madrid,Betis,0,2,A,9,9,2,7,17,11,1,5,4,1,0,0
Leganes,Alaves,1,0,H,16,6,9,3,14,18,4,2,0,1,0,0
Valencia,Las Palmas,1,0,H,22,5,6,4,25,13,5,2,3,3,0,1
Celta,Sociedad,2,3,A,16,13,5,6,12,11,5,4,3,1,0,0
Girona,Ath Madrid,2,2,D,13,9,6,3,15,15,6,0,2,4,0,1
Sevilla,Espanol,1,1,D,9,9,4,6,14,12,7,3,2,4,1,0
Ath Bilbao,Getafe,0,0,D,12,8,2,2,16,15,7,6,1,3,0,1
Barcelona,Betis,2,0,H,15,3,2,0,16,15,8,0,2,1,0,0
La Coruna,Real Madrid,0,3,A,12,16,6,8,16,12,4,4,5,1,0,1
Levante,Villarreal,1,0,H,14,9,3,1,18,14,11,6,1,3,0,0
Malaga,Eibar,0,1,A,10,13,4,6,16,15,3,7,2,3,0,0
Betis,Celta,2,1,H,10,9,3,2,13,9,4,6,2,2,0,0
Sociedad,Villarreal,3,0,H,15,6,9,1,12,22,10,4,2,2,0,0
Alaves,Barcelona,0,2,A,11,23,2,11,12,10,1,14,2,3,0,0
Girona,Malaga,1,0,H,15,7,4,2,11,15,2,3,3,4,0,0
Las Palmas,Ath Madrid,1,5,A,10,8,4,6,10,9,4,2,4,1,0,0
Levante,La Coruna,2,2,D,24,11,5,4,11,12,6,5,0,2,1,0
Eibar,Ath Bilbao,0,1,A,14,10,5,4,14,11,4,3,1,1,1,0
Espanol,Leganes,0,1,A,17,12,2,8,10,14,9,1,3,3,0,0
Getafe,Sevilla,0,1,A,15,6,3,3,20,10,7,5,0,1,0,0
Real Madrid,Valencia,2,2,D,22,7,6,3,12,12,13,4,3,5,0,0
Leganes,Getafe,1,2,A,11,11,7,3,14,20,2,4,1,2,0,0
Barcelona,Espanol,5,0,H,20,9,9,1,11,18,8,7,1,5,0,0
Real Madrid,Levante,1,1,D,18,5,10,2,9,16,13,3,2,3,1,0
Sevilla,Eibar,3,0,H,12,7,6,2,14,18,6,5,1,1,0,0
Valencia,Ath Madrid,0,0,D,11,13,0,4,16,14,4,3,1,0,0,0
Ath Bilbao,Girona,2,0,H,7,11,4,7,19,18,6,4,4,6,0,0
Celta,Alaves,1,0,H,20,5,3,3,17,17,9,4,4,4,0,0
La Coruna,Sociedad,2,4,A,11,15,4,4,18,14,5,7,1,3,0,0
Villarreal,Betis,3,1,H,14,8,7,3,9,9,4,3,3,0,0,0
Malaga,Las Palmas,1,3,A,14,10,6,8,22,11,3,2,4,2,0,0
Eibar,Leganes,1,0,H,10,5,4,2,15,20,8,1,2,5,0,0
Ath Madrid,Malaga,1,0,H,17,9,4,4,9,15,8,4,2,2,0,0
Betis,La Coruna,2,1,H,17,11,7,3,13,19,6,4,2,3,0,0
Getafe,Barcelona,1,2,A,13,7,4,5,15,14,3,4,2,4,0,0
Levante,Valencia,1,1,D,9,13,2,5,21,11,1,3,2,1,0,0
Alaves,Villarreal,0,3,A,16,16,2,6,12,25,2,3,2,2,0,0
Girona,Sevilla,0,1,A,13,13,0,8,14,19,8,1,2,5,0,0
Las Palmas,Ath Bilbao,1,0,H,12,11,3,5,12,19,7,6,2,3,0,0
Sociedad,Real Madrid,1,3,A,10,18,5,6,12,15,4,6,3,2,0,0
Espanol,Celta,2,1,H,9,11,3,1,12,14,3,5,1,4,0,0
Barcelona,Eibar,6,1,H,11,13,10,4,4,9,7,7,0,2,0,0
Valencia,Malaga,5,0,H,16,11,11,2,9,10,4,9,0,1,0,0
Ath Bilbao,Ath Madrid,1,2,A,12,16,7,9,12,12,6,0,0,2,0,0
La Coruna,Alaves,1,0,H,15,8,3,3,16,19,5,2,0,2,0,0
Leganes,Girona,0,0,D,12,10,1,0,19,20,6,3,2,3,0,0
Real Madrid,Betis,0,1,A,27,12,7,4,13,11,12,3,0,3,0,0
Sevilla,Las Palmas,1,0,H,14,6,9,0,21,8,12,0,2,2,0,0
Celta,Getafe,1,1,D,8,10,4,3,9,21,3,2,2,4,0,0
Levante,Sociedad,3,0,H,13,13,9,3,13,11,3,6,2,0,0,1
Villarreal,Espanol,0,0,D,14,10,5,3,17,10,5,5,5,2,0,0
Alaves,Real Madrid,1,2,A,8,21,3,7,19,19,5,13,5,2,0,0
Ath Madrid,Sevilla,2,0,H,13,11,4,0,11,17,7,6,4,3,0,0
Girona,Barcelona,0,3,A,13,9,2,5,21,5,9,3,3,0,0,0
Malaga,Ath Bilbao,3,3,D,15,8,7,7,16,8,5,1,7,2,1,0
Eibar,Celta,0,4,A,9,10,0,6,14,5,4,4,2,1,0,0
Espanol,La Coruna,4,1,H,17,21,5,6,16,7,4,6,1,2,0,0
Getafe,Villarreal,4,0,H,17,6,8,1,11,16,7,4,1,4,0,0
Las Palmas,Leganes,0,2,A,8,9,3,3,10,15,3,2,1,3,0,0
Sociedad,Valencia,2,3,A,18,13,6,4,11,13,7,6,3,7,1,1
Betis,Levante,4,0,H,14,8,6,1,9,5,6,3,1,0,0,0
Celta,Girona,3,3,D,16,10,9,6,9,17,5,6,2,5,0,0
La Coruna,Getafe,2,1,H,15,10,9,3,16,22,8,5,6,3,0,0
Leganes,Ath Madrid,0,0,D,7,11,3,2,13,13,2,6,2,1,0,0
Levante,Alaves,0,2,A,13,8,0,3,11,18,8,4,2,4,0,0
Sevilla,Malaga,2,0,H,12,11,5,4,11,12,4,6,2,1,0,0
Barcelona,Las Palmas,3,0,H,22,10,10,1,10,11,8,3,5,1,0,0
Real Madrid,Espanol,2,0,H,22,8,8,3,8,10,10,3,2,2,0,0
Sociedad,Betis,4,4,D,17,10,6,6,9,18,12,5,3,3,0,0
Valencia,Ath Bilbao,3,2,H,10,16,6,6,18,16,2,8,3,4,0,0
Villarreal,Eibar,3,0,H,12,8,6,1,15,9,6,3,2,1,0,0
Espanol,Levante,0,0,D,20,13,6,3,9,13,9,4,2,3,0,0
Alaves,Sociedad,0,2,A,8,13,0,6,11,7,4,9,1,1,0,0
Ath Bilbao,Sevilla,1,0,H,15,14,2,6,18,9,6,6,5,5,0,0
Ath Madrid,Barcelona,1,1,D,5,15,4,7,12,10,2,1,3,2,0,0
Getafe,Real Madrid,1,2,A,8,16,3,6,23,8,4,7,2,3,0,0
Betis,Valencia,3,6,A,13,13,6,9,11,11,7,5,1,4,0,0
Eibar,La Coruna,0,0,D,15,11,6,3,9,10,10,1,2,2,0,0
Girona,Villarreal,1,2,A,14,5,3,2,12,20,8,1,3,4,0,0
Malaga,Leganes,0,2,A,13,19,5,9,21,21,4,2,4,3,1,0
Las Palmas,Celta,2,5,A,24,14,11,7,13,12,14,3,2,1,0,1
Barcelona,Malaga,2,0,H,12,13,4,5,10,11,4,3,1,4,0,0
Betis,Alaves,2,0,H,12,7,5,3,18,9,6,5,2,2,0,0
Levante,Getafe,1,1,D,5,9,1,5,18,16,3,2,1,3,0,0
Valencia,Sevilla,4,0,H,18,18,8,5,15,21,7,10,2,4,0,0
Celta,Ath Madrid,0,1,A,19,4,8,2,13,19,4,4,3,5,0,0
Leganes,Ath Bilbao,1,0,H,15,7,4,1,16,15,4,3,3,4,0,0
Real Madrid,Eibar,3,0,H,15,9,7,2,9,7,5,2,1,1,0,0
Villarreal,Las Palmas,4,0,H,25,16,9,5,14,9,9,6,1,5,0,0
La Coruna,Girona,1,2,A,15,13,6,6,9,16,9,7,3,8,0,0
Sociedad,Espanol,1,1,D,19,4,5,1,12,15,10,1,4,4,1,0
Alaves,Valencia,1,2,A,16,7,6,2,19,18,6,4,5,1,0,0
Ath Bilbao,Barcelona,0,2,A,17,17,5,5,15,12,6,4,1,4,0,0
Ath Madrid,Villarreal,1,1,D,18,12,6,4,13,20,11,6,0,4,0,0
Sevilla,Leganes,2,1,H,9,10,5,1,16,19,5,6,0,3,0,0
Eibar,Levante,2,2,D,16,3,6,2,8,16,6,2,1,3,0,0
Getafe,Sociedad,2,1,H,10,15,5,4,19,16,8,7,3,2,0,0
Girona,Real Madrid,2,1,H,15,15,4,6,21,11,2,7,2,1,0,0
Malaga,Celta,2,1,H,15,10,4,2,20,12,4,1,2,3,0,0
Espanol,Betis,1,0,H,10,9,4,4,10,17,5,3,2,5,0,0
Las Palmas,La Coruna,1,3,A,13,15,5,5,11,15,8,5,1,1,0,0
Betis,Getafe,2,2,D,15,9,4,2,10,14,4,6,2,6,0,0
Alaves,Espanol,1,0,H,17,9,6,3,29,9,3,8,7,2,0,1
Barcelona,Sevilla,2,1,H,18,8,6,3,10,12,3,3,1,0,0,0
La Coruna,Ath Madrid,0,1,A,14,11,1,3,17,10,4,4,4,2,0,0
Valencia,Leganes,3,0,H,13,13,7,6,11,13,4,7,1,2,0,0
Celta,Ath Bilbao,3,1,H,11,14,5,5,13,17,3,6,2,3,0,0
Levante,Girona,1,2,A,7,10,4,5,10,16,7,2,3,4,0,0
Real Madrid,Las Palmas,3,0,H,27,2,9,1,9,9,9,2,2,1,0,0
Sociedad,Eibar,3,1,H,10,9,6,5,10,17,3,6,0,3,0,0
Villarreal,Malaga,2,0,H,14,10,3,2,18,12,6,4,2,4,0,0
Girona,Sociedad,1,1,D,14,14,4,5,28,10,3,6,4,2,0,0
Ath Madrid,Real Madrid,0,0,D,7,14,1,3,21,6,7,9,6,2,0,0
Getafe,Alaves,4,1,H,13,11,8,5,18,14,4,5,3,3,0,0
Leganes,Barcelona,0,3,A,18,11,7,7,25,10,6,3,1,2,0,0
Sevilla,Celta,2,1,H,12,11,5,5,20,17,1,2,3,2,0,0
Ath Bilbao,Villarreal,1,1,D,15,7,3,4,10,16,9,7,1,3,0,0
Espanol,Valencia,0,2,A,12,7,4,3,11,17,3,4,0,4,0,0
Las Palmas,Levante,0,2,A,10,11,5,6,9,22,3,5,1,4,0,0
Malaga,La Coruna,3,2,H,14,12,5,4,16,15,5,4,4,5,0,0
Eibar,Betis,5,0,H,17,4,7,0,10,9,5,2,2,2,0,1
Celta,Leganes,1,0,H,14,9,7,2,13,16,3,4,2,3,0,0
Alaves,Eibar,1,2,A,6,11,2,6,18,19,2,5,7,3,1,1
Betis,Girona,2,2,D,12,13,6,7,9,16,3,5,2,1,0,0
Levante,Ath Madrid,0,5,A,17,16,2,11,11,14,2,3,2,1,0,0
Real Madrid,Malaga,3,2,H,16,9,9,3,15,13,6,0,1,2,0,0
La Coruna,Ath Bilbao,2,2,D,14,10,4,3,11,14,5,2,4,1,0,0
Sociedad,Las Palmas,2,2,D,16,8,3,7,22,14,11,3,4,3,1,0
Valencia,Barcelona,1,1,D,8,12,1,8,12,11,3,9,4,0,0,0
Villarreal,Sevilla,2,3,A,19,15,4,4,9,17,6,6,4,3,1,0
Espanol,Getafe,1,0,H,10,7,5,4,12,18,6,4,3,6,0,0
Malaga,Levante,0,0,D,18,3,2,3,12,15,7,2,1,3,0,0
Ath Bilbao,Real Madrid,0,0,D,11,19,4,4,20,13,3,5,2,5,0,1
Ath Madrid,Sociedad,2,1,H,16,10,10,2,12,10,5,6,1,2,0,0
Barcelona,Celta,2,2,D,21,10,7,5,11,12,4,1,3,6,0,0
Sevilla,La Coruna,2,0,H,10,11,6,3,12,16,6,7,1,3,0,0
Eibar,Espanol,3,1,H,10,6,5,3,13,16,3,2,3,3,0,0
Getafe,Valencia,1,0,H,11,13,3,6,18,11,5,12,8,4,1,0
Las Palmas,Betis,1,0,H,21,8,7,2,12,21,6,4,1,7,0,1
Leganes,Villarreal,3,1,H,12,12,5,4,11,17,5,6,2,4,0,0
Girona,Alaves,2,3,A,11,9,3,4,8,13,6,5,1,2,0,0
Alaves,Las Palmas,2,0,H,22,6,9,1,23,12,8,3,2,0,0,0
Getafe,Eibar,0,0,D,6,7,3,2,14,13,9,7,1,4,0,0
La Coruna,Leganes,1,0,H,15,3,4,0,16,21,6,1,4,4,0,0
Real Madrid,Sevilla,5,0,H,20,11,8,3,12,11,9,3,0,2,0,0
Valencia,Celta,2,1,H,13,13,7,5,16,12,10,2,2,5,0,0
Betis,Ath Madrid,0,1,A,9,4,4,2,15,19,3,2,4,3,0,0
Levante,Ath Bilbao,1,2,A,12,14,3,3,11,13,8,6,3,3,0,0
Sociedad,Malaga,0,2,A,18,9,2,5,10,12,5,0,1,1,0,0
Villarreal,Barcelona,0,2,A,9,16,5,6,18,13,2,4,2,1,1,0
Espanol,Girona,0,1,A,8,12,3,5,9,17,8,6,1,3,0,0
Sevilla,Levante,0,0,D,16,10,6,2,22,14,8,5,2,3,0,0
Ath Bilbao,Sociedad,0,0,D,7,10,1,2,14,9,6,6,3,0,0,0
Ath Madrid,Alaves,1,0,H,10,11,4,0,14,16,4,4,3,4,0,0
Eibar,Valencia,2,1,H,15,7,3,3,13,13,5,6,1,4,0,0
Barcelona,La Coruna,4,0,H,23,10,11,3,12,10,6,3,0,1,0,0
Celta,Villarreal,0,1,A,10,8,3,5,11,19,2,2,1,3,0,0
Girona,Getafe,1,0,H,9,7,2,0,20,25,1,7,2,6,0,0
Las Palmas,Espanol,2,2,D,14,8,5,3,6,25,9,2,3,3,0,0
Malaga,Betis,0,2,A,18,10,2,4,15,15,3,4,2,2,1,0
Levante,Leganes,0,0,D,10,10,3,2,21,17,6,5,6,6,1,1
Getafe,Las Palmas,2,0,H,13,17,7,6,23,11,3,1,3,1,0,0
Sociedad,Sevilla,3,1,H,14,9,5,4,9,18,4,5,1,5,0,0
Alaves,Malaga,1,0,H,10,10,5,3,14,18,4,4,3,4,0,0
Eibar,Girona,4,1,H,16,6,6,1,14,18,3,2,1,2,0,0
Betis,Ath Bilbao,0,2,A,16,19,6,7,7,6,6,9,1,2,1,0
Espanol,Ath Madrid,1,0,H,7,9,4,1,18,22,2,3,2,5,0,0
La Coruna,Celta,1,3,A,15,7,4,3,20,16,3,1,2,2,0,0
Real Madrid,Barcelona,0,3,A,14,18,5,11,14,10,7,7,2,2,1,0
Valencia,Villarreal,0,1,A,22,9,3,2,11,21,14,1,7,5,1,1
